idx,sec,nanosec,t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
52,1786799122,610336124,1786799122.610336,-11.508689667173792,-2.0043295150695912,0.08294453266447196,0.0,0.0,0.0,1.0,-0.0003635398587692174,0.0015425373398371724,0.0,0.0,0.0,0.0
53,1786799122,976979385,1786799122.976979,-11.504179015055646,-2.0043728874406903,0.08385209122079015,0.0,0.0,0.0,1.0,0.0018150627688109308,0.0004948335988189207,0.0,0.0,0.0,0.0
54,1786799123,510363128,1786799123.510363,-11.500588453745777,-2.0036661681059544,0.08211334654347142,0.0,0.0,0.0,1.0,0.00021033498589661387,-0.0001646286340981004,0.0,0.0,0.0,0.0
55,1786799124,877093495,1786799124.877094,-11.498547895495745,-2.0050319341298586,0.08184714385041197,0.0,0.0,0.0,1.0,-0.0005708856846502065,-0.001893682525920318,0.0,0.0,0.0,0.0
56,1786799125,410359658,1786799125.410360,-11.498248065857378,-2.0055967821223875,0.08011244577662609,0.0,0.0,0.0,1.0,-0.0001835005399558414,0.00045023719410025977,0.0,0.0,0.0,0.0
57,1786799126,277151840,1786799126.277152,-11.495570336632033,-2.003461249160012,0.08423520937693012,0.0,0.0,0.0,1.0,-0.003618250422839064,0.0028437817975093148,0.0,0.0,0.0,0.0
58,1786799126,510393057,1786799126.510393,-11.49459142980408,-2.002911486335752,0.08444862983370036,0.0,0.0,0.0,1.0,-0.0021753770392251713,0.004040188794801645,0.0,0.0,0.0,0.0
59,1786799127,10400876,1786799127.010401,-11.494735109392053,-2.0025610834511287,0.08409840241012705,0.0,0.0,0.0,1.0,-0.0028072517673839474,-0.0001910335128234822,0.0,0.0,0.0,0.0
60,1786799127,343692017,1786799127.343692,-11.494137501115416,-2.002920431505794,0.08493632440683459,0.0,0.0,0.0,1.0,-0.0034299682927872222,-0.002886825688323111,0.0,0.0,0.0,0.0
61,1786799127,543874629,1786799127.543875,-11.492791657923561,-2.0031750643621438,0.08312105275650192,0.0,0.0,0.0,1.0,-0.0016667358146280216,-0.0002228866136558688,0.0,0.0,0.0,0.0
62,1786799128,110460968,1786799128.110461,-11.491497713346366,-2.0019616059757346,0.08265721445805146,0.0,0.0,0.0,1.0,-0.0006189786566540515,0.0016246969859353031,0.0,0.0,0.0,0.0
63,1786799129,10475779,1786799129.010476,-11.48571816973876,-1.9994804816983827,0.0867937563341097,0.0,0.0,0.0,1.0,0.0026607460423887807,0.001700173466534451,0.0,0.0,0.0,0.0
64,1786799129,777199115,1786799129.777199,-11.487588469241334,-1.9979615881373045,0.084963267411479,0.0,0.0,0.0,1.0,-0.0005456469010093486,0.0008711858576663191,0.0,0.0,0.0,0.0
